label,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z,21_x,21_y,21_z,22_x,22_y,22_z,23_x,23_y,23_z,24_x,24_y,24_z,25_x,25_y,25_z,26_x,26_y,26_z,27_x,27_y,27_z,28_x,28_y,28_z,29_x,29_y,29_z,30_x,30_y,30_z,31_x,31_y,31_z,32_x,32_y,32_z
0,0.459757984,0.045192182,-0.828085542,0.480260789,0.007150531,-0.83619225,0.491495699,0.00499016,-0.836081326,0.502108574,0.002030373,-0.836363137,0.446895897,0.00252676,-0.834703922,0.43536073,-0.002519846,-0.834674716,0.423026234,-0.00838244,-0.834905505,0.511851192,-0.014227629,-0.674271762,0.393564224,-0.028682053,-0.667942762,0.474149764,0.056793153,-0.748595417,0.437411159,0.051469147,-0.746831417,0.582665443,0.076703958,-0.413181454,0.309185356,0.129198194,-0.502797425,0.629190743,0.317062378,0.123612404,0.262420923,0.409149706,-0.443162382,0.596901953,0.329358935,0.609956801,0.208795816,0.63122046,-0.502203226,0.588199973,0.358750761,0.691064894,0.182084948,0.692916632,-0.52243191,0.590652704,0.315992624,0.677035451,0.189011723,0.693512797,-0.579572797,0.583153546,0.319023132,0.620131493,0.217261881,0.673768044,-0.527352273,0.543867409,0.583113849,0.002542767,0.404441357,0.593661547,-0.00276409,0.543068111,0.850137472,0.307320714,0.405546129,0.830293596,0.342666566,0.529989719,0.953601003,0.988316178,0.43565321,0.911875308,0.973779678,0.522951305,0.944424629,1.050673008,0.448292017,0.910080194,1.037760854,0.522494495,1.096189976,0.94151628,0.418273777,1.008806229,0.928211987
0,0.465722084,0.040368795,-0.900297284,0.488374889,-0.005293965,-0.903894305,0.499165475,-0.005554259,-0.903767228,0.509638011,-0.00370127,-0.904006839,0.451204389,-0.0122177,-0.90952903,0.437874615,-0.017151058,-0.90954417,0.423287719,-0.022454441,-0.909824193,0.516959906,-0.018970847,-0.731040716,0.392973602,-0.035191834,-0.758472025,0.479995161,0.054445565,-0.818121314,0.439698875,0.050314367,-0.82627219,0.584504962,0.083578467,-0.456280291,0.307118177,0.131519228,-0.606815934,0.623335361,0.323773026,0.075777777,0.256184876,0.412361979,-0.58260709,0.59924221,0.354409993,0.52288729,0.200666383,0.664758265,-0.679680586,0.583510756,0.366565853,0.599811196,0.175472677,0.745173216,-0.716420412,0.584435225,0.324472994,0.588468313,0.196747363,0.758669198,-0.773602664,0.575982928,0.322891414,0.533398151,0.211785942,0.729252934,-0.705768645,0.535404623,0.580201089,0.010191943,0.395839185,0.592612147,-0.010342479,0.533975482,0.847295761,0.31097436,0.402108341,0.84317857,0.320398718,0.516178787,0.953955114,1.023801327,0.427557409,0.89159137,1.002972484,0.510663629,0.963441253,1.086287737,0.440340906,0.885863245,1.06850183,0.514531136,1.089274049,0.964103818,0.425302416,0.994398952,0.943870068
0,0.459438324,-0.001647532,-0.827440917,0.475011975,-0.04877615,-0.82869643,0.486826807,-0.04609257,-0.828686118,0.497811496,-0.043918908,-0.828779399,0.440215051,-0.054576039,-0.826713204,0.427947342,-0.055651605,-0.826812863,0.415481865,-0.05672437,-0.827018082,0.506037235,-0.041181147,-0.652832925,0.388328612,-0.05160296,-0.643839717,0.476638377,0.02329576,-0.746225536,0.436536133,0.019310057,-0.743168473,0.582984447,0.082899362,-0.472768247,0.308349013,0.130840987,-0.455328315,0.627883911,0.336269349,-0.537192941,0.258382052,0.415010184,-0.336189926,0.605473757,0.3612912,-0.804786682,0.203066304,0.647813916,-0.338490546,0.594307125,0.374298185,-0.862542748,0.167496443,0.719280243,-0.344892472,0.588259041,0.341639251,-0.852584183,0.173019022,0.718731999,-0.403780997,0.580589533,0.334140599,-0.80450362,0.208159715,0.713507235,-0.360733628,0.533531308,0.59061563,-0.006464762,0.391273022,0.597123325,0.006607118,0.536639154,0.875495911,0.11543937,0.398160458,0.857436776,0.210823447,0.531291127,0.974604726,0.827724636,0.426121294,0.927571893,0.822292149,0.525050282,0.98538059,0.89427644,0.432118416,0.971769214,0.883330226,0.541235805,1.11020577,0.785731435,0.396090209,1.09229517,0.749432564
0,0.459098667,0.066025972,-0.789827168,0.476080328,0.023800969,-0.797700882,0.485167682,0.02163142,-0.797698319,0.493827999,0.018733203,-0.797953546,0.445571423,0.019457638,-0.799664795,0.433483779,0.011994839,-0.799709499,0.420486391,0.007479072,-0.799901545,0.498183489,-0.00184685,-0.640220344,0.389112175,-0.009908438,-0.652777791,0.471467406,0.082431197,-0.712017715,0.435134023,0.079808235,-0.715431094,0.572301269,0.09915483,-0.437824309,0.300835937,0.156287402,-0.466841131,0.620718002,0.342759401,-0.32204771,0.242861316,0.43871811,-0.363756657,0.60226512,0.368813783,-0.355732173,0.193883166,0.684627593,-0.379455477,0.591645718,0.384940237,-0.375001907,0.168245763,0.755985618,-0.387800395,0.58171773,0.354167521,-0.36849463,0.174753934,0.747968435,-0.443337768,0.573760629,0.346126735,-0.35041818,0.202814102,0.726600051,-0.40010348,0.529775381,0.595967174,0.00089443,0.39143759,0.609346986,-0.00064575,0.5368523,0.888957381,0.081303552,0.391342878,0.873953223,0.160274118,0.52423507,0.992840767,0.766745746,0.42157048,0.972314,0.747899234,0.516957819,1.004511833,0.830203652,0.429478705,0.982368588,0.8072685,0.536107123,1.122713923,0.729836106,0.399778932,1.097423315,0.678792953
0,0.453804255,0.060017943,-0.888557076,0.470977008,0.025969744,-0.894555211,0.480665207,0.025723696,-0.89450103,0.490300894,0.024239421,-0.894699574,0.440606028,0.017645955,-0.893333614,0.42910105,0.012610793,-0.893352151,0.417451441,0.007219017,-0.893592179,0.500902355,0.009738684,-0.725210965,0.385352433,-0.004986644,-0.722296715,0.465875477,0.07942421,-0.807912052,0.430976391,0.074511461,-0.806651592,0.571482897,0.110192269,-0.494862407,0.298639446,0.163139671,-0.544109762,0.62180227,0.356287599,-0.335238695,0.238410786,0.447563857,-0.484543651,0.600706339,0.375645727,-0.305992931,0.181393623,0.697158277,-0.526659906,0.586976528,0.389228702,-0.31858626,0.148198217,0.762571156,-0.544393778,0.57706058,0.356919497,-0.308415413,0.161431253,0.764876246,-0.603326738,0.574301422,0.352904469,-0.298112661,0.190357029,0.765904725,-0.549715579,0.522476435,0.60870415,-0.001940254,0.383510858,0.615486503,0.002116669,0.522524476,0.890385866,0.198080003,0.387912303,0.886765897,0.269643307,0.509985089,1.015613914,0.83327502,0.413556486,0.96107173,0.868263125,0.503449798,1.029635668,0.891102433,0.416005522,1.024090767,0.929183662,0.520195603,1.1421628,0.782697678,0.371557206,1.133137226,0.801588356
0,0.432596773,0.067644835,-0.863252163,0.449064434,0.034067094,-0.875289798,0.460152537,0.033160686,-0.875248432,0.47099027,0.031528234,-0.875629246,0.416891664,0.030880511,-0.870823085,0.40513429,0.027629018,-0.870823562,0.392886698,0.023433268,-0.871066749,0.484738499,0.012972653,-0.717140615,0.365265191,0.007418096,-0.695853472,0.448518097,0.082601137,-0.783113062,0.413545072,0.080204844,-0.777061284,0.568252921,0.107786655,-0.474640191,0.296003997,0.15931654,-0.523738444,0.61069721,0.344570428,-0.2062691,0.23972185,0.441134185,-0.44950667,0.594123244,0.37642315,-0.062246412,0.18106854,0.683950186,-0.494618475,0.577742338,0.398955524,-0.047894415,0.143791199,0.745135128,-0.516520262,0.573587298,0.366181642,-0.057688691,0.156339437,0.746342421,-0.570568442,0.567152739,0.360202253,-0.058083095,0.18677479,0.72769016,-0.516445935,0.522506952,0.60483551,0.003118358,0.382898062,0.609144568,-0.003076726,0.522097409,0.897577524,0.066787302,0.376635462,0.885060906,0.162611008,0.529561818,0.996153414,0.795232892,0.40194568,0.962505996,0.847215354,0.528132558,1.005463123,0.864088178,0.411828607,0.971542478,0.918888271,0.528758049,1.12397933,0.76349771,0.37511161,1.082573652,0.813016295
0,0.434974015,0.08782322,-0.796483219,0.449378163,0.049496293,-0.810855031,0.458829224,0.046341658,-0.810866475,0.468705833,0.042207658,-0.81111753,0.422638714,0.048250735,-0.805723011,0.412742525,0.043687165,-0.805750847,0.401933581,0.037627995,-0.805945039,0.480671704,0.018745065,-0.659961224,0.375908494,0.01514858,-0.636624157,0.448123366,0.097404122,-0.718830168,0.417450488,0.096540332,-0.711885154,0.567133784,0.111921243,-0.458287805,0.295644164,0.168055952,-0.440692842,0.617760599,0.357138485,-0.413034916,0.240620226,0.43575716,-0.326177806,0.594764709,0.386472344,-0.534348488,0.18496418,0.673862994,-0.344104409,0.578090191,0.402435243,-0.573355794,0.16188252,0.738981426,-0.355443567,0.568685234,0.369448006,-0.567935705,0.169326484,0.73890394,-0.413830608,0.565226555,0.362063378,-0.532134652,0.196918651,0.719744086,-0.366294265,0.518564761,0.599249661,-0.009223381,0.380384535,0.61261785,0.009396606,0.520593762,0.895266712,0.146506563,0.382349223,0.892077386,0.230337173,0.51429069,1.02248013,0.77566123,0.393738359,1.019928098,0.770408869,0.510189772,1.036027431,0.835472882,0.400454819,1.035480738,0.827065587,0.517104149,1.146464109,0.732248187,0.370249569,1.14323771,0.696683824
0,0.440491855,0.115335226,-0.836278915,0.45717445,0.079433799,-0.84703505,0.467099845,0.07607317,-0.847008586,0.47659263,0.071346112,-0.847397447,0.428078562,0.0765168,-0.849302769,0.417397439,0.071025439,-0.849325478,0.406625658,0.064092278,-0.849618316,0.487567723,0.043229699,-0.690799296,0.377430618,0.034608841,-0.701340616,0.454762787,0.125142753,-0.756976247,0.422389984,0.124509454,-0.760253131,0.567909241,0.126960695,-0.447643459,0.293574691,0.185839623,-0.537505031,0.615465105,0.355166763,-0.088686503,0.233335301,0.464265376,-0.477691591,0.590923667,0.400457591,0.159274966,0.175284654,0.718532562,-0.526975811,0.578504145,0.420737773,0.198699832,0.145624816,0.791737974,-0.544784367,0.566379189,0.400057495,0.186115026,0.171322078,0.808389843,-0.601485074,0.564220428,0.379570007,0.165402919,0.189226493,0.781369865,-0.549204111,0.52000165,0.615828097,0.008109171,0.382715225,0.626101077,-0.008158462,0.518786907,0.913553834,0.031583637,0.375266552,0.906820536,0.06488388,0.520757079,1.016005039,0.777746797,0.401026189,0.97323513,0.757441103,0.517270744,1.021242023,0.84967339,0.411684096,0.977694929,0.83137387,0.519110084,1.142726541,0.782956064,0.37924841,1.087365389,0.756690621
0,0.439803541,0.096796341,-0.863380909,0.454652727,0.052951932,-0.874167144,0.464402974,0.052070975,-0.874170959,0.474048436,0.050072491,-0.874421895,0.425900608,0.04645139,-0.868240535,0.41503638,0.042041123,-0.86823529,0.403671831,0.03750205,-0.86841917,0.48653546,0.036862433,-0.714878559,0.375087887,0.028555393,-0.687735438,0.45339483,0.113276176,-0.784775555,0.421268404,0.110589914,-0.77646637,0.572517872,0.141571283,-0.513473332,0.293915391,0.193541527,-0.492009103,0.623233914,0.391013443,-0.52330482,0.239730075,0.474898517,-0.368586689,0.589390159,0.416345,-0.716200233,0.180616289,0.731384933,-0.38259539,0.575667083,0.433593869,-0.772134662,0.151710957,0.804733336,-0.397500217,0.564265549,0.397411376,-0.765555561,0.174801975,0.821142316,-0.460746825,0.561786115,0.387786776,-0.715230346,0.191050649,0.795988023,-0.406823337,0.523387909,0.629995048,-0.008464011,0.386193216,0.646449208,0.008827973,0.520656765,0.918534815,0.105517447,0.378744006,0.922633708,0.212027282,0.514063001,1.027387142,0.797070622,0.394281179,0.978711367,0.879012704,0.507500052,1.037765265,0.863194168,0.402351469,0.985653877,0.949810386,0.519828379,1.15643847,0.767944813,0.368293226,1.093156099,0.84833324
0,0.436010301,0.07806284,-0.857780457,0.447156101,0.032352448,-0.85759604,0.457189977,0.030555725,-0.857655704,0.467443615,0.029179156,-0.857936025,0.419287503,0.034427404,-0.854776084,0.40883714,0.034398258,-0.854781628,0.396405786,0.03219676,-0.855039477,0.481912911,0.02658987,-0.675608933,0.369989485,0.030224383,-0.661953211,0.451702118,0.098656774,-0.774554253,0.419457257,0.102743864,-0.770347595,0.577787638,0.160613596,-0.447211802,0.29668051,0.208142579,-0.490876526,0.618371248,0.400702834,-0.251917183,0.239317581,0.490174562,-0.400220931,0.58130455,0.44525975,-0.239378884,0.185815006,0.734981358,-0.462032974,0.56265384,0.472176284,-0.252531141,0.157279909,0.813412607,-0.485671192,0.561063051,0.436005533,-0.263458401,0.168479025,0.793293238,-0.547717929,0.553448677,0.429733962,-0.238831952,0.197154537,0.797635078,-0.487039179,0.525733948,0.638131917,0.001927737,0.388742268,0.651538312,-0.001644106,0.521737576,0.923949957,0.104638495,0.379710287,0.932708204,0.156291962,0.51111877,1.018214107,0.812073827,0.405341089,0.961722076,0.876755595,0.506865382,1.029101014,0.877390087,0.416463912,0.965227842,0.951364636,0.515113294,1.139634728,0.76978749,0.378869355,1.067746282,0.849435627
0,0.44038716,0.075193524,-0.910653889,0.452351332,0.029718161,-0.91063422,0.462423742,0.028267384,-0.910739124,0.4723095,0.027285576,-0.910989285,0.421655089,0.030582249,-0.908026695,0.410450846,0.029614925,-0.908100903,0.398530722,0.028447211,-0.908382416,0.483718246,0.02829361,-0.726251125,0.374933571,0.031355083,-0.71267271,0.455679834,0.099679165,-0.827068448,0.422102273,0.100409627,-0.82284373,0.577575922,0.169308186,-0.506593108,0.299367249,0.224229336,-0.541041672,0.620457172,0.413455695,-0.512929022,0.237668201,0.504885137,-0.457694441,0.583653569,0.446294099,-0.732434928,0.175929606,0.768253922,-0.515682518,0.555162191,0.478540272,-0.778554976,0.146880269,0.841302156,-0.535054862,0.558080316,0.440634131,-0.784898281,0.168029606,0.867139816,-0.597145498,0.550301135,0.436551273,-0.735346794,0.186621577,0.83983928,-0.538536906,0.527762771,0.646306813,0.007947511,0.390935063,0.663419068,-0.007609438,0.529664397,0.947076738,0.071693987,0.378991842,0.945978224,0.06794177,0.525000393,1.051039338,0.733495235,0.413485527,0.91010952,0.832759738,0.521851659,1.059579968,0.794930577,0.42930311,0.89861846,0.913651288,0.525414467,1.174667835,0.690936327,0.391599983,0.995413899,0.852356732
